"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Nico Hoerner","CHC","44","170","0","13","16","5","10.0%","14.7%",".067",".360",".302",".382",".369",".330",".320","104","-0.7","0.2","8.5","1.4","21479"
"Francisco Mejia","TBR","84","277","6","31","35","0","6.1%","17.7%",".156",".299",".260",".322",".416",".320",".285","108","-0.5","2.0","2.8","1.4","16403"
"Paul DeJong","STL","113","402","19","44","45","4","8.7%","25.6%",".194",".216",".197",".284",".390",".293",".312","86","0.5","-6.8","7.5","1.4","18015"
"J.D. Davis","NYM","73","211","5","18","23","1","11.4%","32.2%",".151",".426",".285",".384",".436",".357","","130","0.4","8.3","-1.2","1.4","16219"
"Bradley Zimmer","CLE","99","348","8","44","35","15","8.6%","35.1%",".117",".347",".227",".325",".344",".300","","89","2.0","-2.8","5.1","1.4","16221"
"Danny Jansen","TOR","70","205","11","32","28","0","8.3%","21.5%",".250",".233",".223",".299",".473",".329",".332","105","-0.5","0.7","6.4","1.4","16535"
"Michael Conforto","NYM","125","479","14","52","55","1","12.3%","21.7%",".153",".276",".232",".344",".384",".322",".350","106","-1.4","2.4","-4.4","1.4","16376"
"Rougned Odor","NYY","102","361","15","42","39","0","7.5%","27.7%",".177",".242",".202",".286",".379",".289","","83","1.6","-6.1","7.5","1.4","12282"
"Odubel Herrera","PHI","124","492","13","59","51","6","5.9%","15.7%",".156",".285",".260",".310",".416",".312",".300","93","0.3","-4.2","1.5","1.4","11476"
"Reese McGuire","TOR","78","217","1","22","10","0","6.9%","20.3%",".091",".318",".253",".310",".343",".289",".280","78","0.8","-5.1","11.2","1.3","15674"
"Tyler Naquin","CIN","127","454","19","52","70","5","7.7%","23.3%",".207",".318",".270",".333",".477",".345",".339","110","-0.8","5.1","-6.8","1.3","13359"
"Nick Madrigal","CHW","54","215","2","30","21","1","5.1%","7.9%",".120",".324",".305",".349",".425",".335","","113","1.2","4.7","1.3","1.3","20521"
"Donovan Solano","SFG","101","344","7","35","31","2","7.3%","16.9%",".124",".321",".280",".344",".404",".324",".335","105","-0.2","2.0","-0.2","1.3","8623"
"Jeff McNeil","NYM","120","426","7","48","35","3","6.8%","13.6%",".109",".280",".251",".319",".360",".301",".313","93","-1.1","-5.1","4.1","1.3","15362"
"Nick Ahmed","ARI","129","473","5","46","38","7","7.2%","22.0%",".118",".279",".221",".280",".339",".269","","64","0.6","-21.1","18.5","1.3","12147"
"Aledmys Diaz","HOU","84","319","8","28","45","0","5.0%","19.4%",".146",".304",".259",".317",".405",".311",".318","99","-2.8","-3.3","5.1","1.3","15937"
"Tyrone Taylor","MIL","93","271","12","33","43","6","7.4%","21.8%",".210",".277",".247",".321",".457",".333","","106","0.5","2.5","0.9","1.3","13675"
"Jake Meyers","HOU","49","163","6","22","28","3","6.1%","30.7%",".178",".352",".260",".323",".438",".328","","111","1.9","4.0","2.7","1.2","20308"
"Tucker Barnhart","CIN","116","388","7","41","48","0","7.5%","25.8%",".121",".324",".247",".317",".368",".300","","81","-0.1","-9.4","8.6","1.2","10200"
"Andy Ibanez","TEX","76","272","7","31","25","0","5.5%","12.9%",".158",".297",".277",".321",".435",".325",".319","107","-0.8","1.4","1.4","1.2","18819"
"Seth Brown","OAK","111","307","20","43","48","4","7.5%","29.0%",".267",".230",".214",".274",".480",".315",".318","103","0.0","1.0","0.5","1.2","18171"
"Franmil Reyes","CLE","115","466","30","57","85","4","9.2%","32.0%",".268",".314",".254",".324",".522",".354",".350","125","-5.8","8.7","-12.7","1.2","14566"
"Ian Happ","CHC","148","535","25","63","66","9","11.6%","29.2%",".209",".281",".226",".323",".434",".328","","103","0.2","2.4","-8.4","1.2","17919"
"Brian Anderson","MIA","67","264","7","24","28","5","9.8%","24.6%",".129",".317",".249",".337",".378",".314","","99","0.4","0.2","2.8","1.2","18289"
"Nick Solak","TEX","127","511","11","57","49","7","6.7%","20.9%",".120",".292",".242",".314",".362",".299","","89","0.4","-6.3","0.7","1.2","19294"
"Gleyber Torres","NYY","127","516","9","50","51","14","9.7%","20.2%",".107",".314",".259",".331",".366",".307",".331","94","0.2","-3.5","-2.5","1.2","16997"
"Dylan Moore","SEA","126","377","12","42","43","21","10.6%","29.4%",".154",".229",".181",".276",".334",".271",".289","74","1.6","-10.4","8.9","1.1","18042"
"Tommy Pham","SDP","155","561","15","74","49","14","13.9%","22.8%",".154",".280",".229",".340",".383",".318",".354","102","1.1","2.2","-9.5","1.1","2967"
"Thairo Estrada","SFG","52","132","7","19","22","1","6.8%","17.4%",".207",".286",".273",".333",".479",".346","","119","1.3","4.5","2.2","1.1","16426"
"Brendan Rodgers","COL","102","415","15","49","51","0","4.6%","20.2%",".186",".328",".284",".328",".470",".341","","100","-0.3","-0.5","-2.3","1.1","17907"
"Connor Joe","COL","63","211","8","23","35","0","12.3%","19.4%",".184",".323",".285",".379",".469",".366",".371","116","1.1","5.4","-1.5","1.1","16572"
"Eric Haase","DET","98","381","22","48","61","2","6.8%","31.2%",".228",".278",".231",".286",".459",".316","","100","-0.7","-0.8","-1.3","1.1","14111"
"Jason Castro","HOU","66","179","8","22","21","0","14.0%","30.2%",".208",".310",".235",".356",".443",".347",".375","123","-1.0","4.1","0.5","1.1","8722"
"Brett Gardner","NYY","140","461","10","47","39","4","13.0%","21.7%",".140",".269",".222",".327",".362",".305","","93","3.3","-0.6","-4.3","1.1","9927"
"Bryan De La Cruz","MIA","58","219","5","17","19","1","8.2%","24.2%",".131",".380",".296",".356",".427",".339","","115","-1.3","3.0","0.4","1.1","19600"
"Ramon Urias","BAL","85","296","7","33","38","1","9.5%","25.7%",".134",".369",".279",".361",".412",".341",".344","115","0.4","5.7","-5.1","1.1","18795"
"Jonah Heim","TEX","82","285","10","22","32","3","5.3%","20.4%",".162",".210",".196",".239",".358",".256",".284","60","-0.9","-14.7","15.6","1.1","16930"
"Gavin Lux","LAD","102","381","7","49","46","4","10.8%","21.8%",".122",".300",".242",".328",".364",".303",".323","91","3.8","-0.6","-1.6","1.1","19955"
"Freddy Galvis","- - -","104","394","14","53","40","1","6.9%","19.5%",".166",".269",".242",".302",".407",".305","","90","0.9","-4.0","1.1","1.0","6609"
"Jake Rogers","DET","38","127","6","17","17","1","8.7%","36.2%",".257",".344",".239",".306",".496",".339","","115","1.0","3.3","2.4","1.0","19452"
"Yadier Molina","STL","121","473","11","45","66","3","5.1%","16.7%",".118",".283",".252",".297",".370",".290",".305","83","-5.3","-15.4","9.6","1.0","7007"
"Christian Arroyo","BOS","57","181","6","22","25","1","4.4%","24.3%",".183",".325",".262",".324",".445",".332","","106","1.5","2.9","0.9","1.0","16434"
"Ji-Man Choi","TBR","83","305","11","36","45","0","14.8%","28.5%",".182",".300",".229",".348",".411",".334",".343","117","-0.9","5.6","-6.1","1.0","5452"
"Tom Murphy","SEA","97","325","11","35","34","0","12.3%","30.5%",".148",".265",".202",".304",".350",".291","","87","-0.3","-5.3","3.9","1.0","13499"
"Guillermo Heredia","ATL","120","347","5","46","26","0","9.2%","23.3%",".134",".282",".220",".311",".354",".292","","79","3.1","-6.3","4.4","1.0","18721"
"Austin Nola","SDP","56","194","2","15","29","0","7.2%","9.8%",".104",".292",".272",".340",".376",".316","","100","0.2","0.1","3.0","1.0","15941"
"Adalberto Mondesi","KCR","35","136","6","19","17","15","4.4%","31.6%",".222",".299",".230",".271",".452",".306",".314","91","2.5","1.0","3.8","0.9","13769"
"Jesus Sanchez","MIA","64","251","14","27","36","0","8.0%","31.1%",".238",".316",".251",".319",".489",".339","","116","-2.9","2.1","-1.0","0.9","19913"
"Corey Dickerson","- - -","109","365","6","43","29","6","6.8%","18.6%",".137",".323",".271",".326",".408",".317","","100","-1.3","-1.4","-1.4","0.9","10762"
"Sergio Alcantara","CHC","89","255","5","30","17","3","11.8%","29.0%",".123",".280",".205",".303",".327",".279","","71","0.7","-8.7","9.6","0.9","16417"
"Jace Peterson","MIL","94","302","6","36","31","10","12.6%","22.5%",".120",".310",".247",".348",".367",".318","","97","4.3","3.0","-3.8","0.9","12325"
"Tomas Nido","NYM","58","161","3","16","13","1","3.1%","27.3%",".105",".292",".222",".261",".327",".254",".289","63","-2.1","-9.8","13.3","0.9","13755"
"Charlie Culberson","TEX","91","271","5","23","22","7","6.3%","23.6%",".138",".307",".243",".296",".381",".292","","85","1.9","-3.2","2.8","0.9","3298"
"Garrett Cooper","MIA","71","250","9","30","33","1","12.0%","27.2%",".181",".374",".284",".380",".465",".367",".361","134","-4.0","6.7","-6.4","0.9","15279"
"David Fletcher","LAA","157","665","2","74","47","15","4.7%","9.0%",".062",".287",".262",".297",".324",".273",".279","70","3.3","-20.9","6.8","0.9","17992"
"Kevin Pillar","NYM","124","347","15","40","47","4","3.2%","23.3%",".185",".261",".231",".277",".415",".297","","90","0.7","-3.6","0.5","0.8","12434"
"Max Fried","ATL","32","67","0","7","5","0","6.0%","26.9%",".055",".405",".273",".322",".327",".289","","76","-0.1","-2.1","8.1","0.8","13743"
"Andrelton Simmons","MIN","131","451","3","37","31","1","7.1%","13.7%",".051",".256",".223",".283",".274",".252",".261","56","-1.5","-25.6","18.4","0.8","10847"
"Matt Duffy","CHC","97","322","5","45","30","8","7.8%","19.6%",".093",".351",".287",".357",".381",".327","","102","-1.5","-0.4","-2.2","0.8","13836"
"Jake Fraley","SEA","78","265","9","27","36","10","17.4%","26.8%",".159",".265",".210",".352",".369",".322",".337","109","0.9","3.7","-4.8","0.8","19260"
"Abraham Toro","- - -","95","375","11","45","46","6","8.3%","14.4%",".134",".254",".239",".315",".373",".303",".321","95","-0.1","-2.5","-2.5","0.8","19844"
"Andres Gimenez","CLE","68","210","5","23","16","11","5.2%","25.7%",".133",".273",".218",".282",".351",".277","","73","2.6","-4.2","4.8","0.8","19950"
"Austin Barnes","LAD","77","225","6","28","23","1","8.9%","24.9%",".130",".268",".215",".299",".345",".285","","79","0.0","-6.0","6.2","0.8","12158"
"Miguel Sano","MIN","135","532","30","68","75","2","11.1%","34.4%",".243",".291",".223",".312",".466",".332","","110","-2.2","4.4","-15.0","0.8","12164"
"Brandon Marsh","LAA","70","260","2","27","19","6","7.7%","35.0%",".102",".403",".254",".317",".356",".296",".324","86","3.5","-1.1","-0.5","0.7","20202"
"Taylor Ward","LAA","65","237","8","33","33","1","8.4%","23.2%",".188",".301",".250",".332",".438",".333",".344","111","-0.4","2.8","-3.7","0.7","17548"
"Eddie Rosario","- - -","111","412","14","42","62","11","6.3%","14.8%",".177",".273",".259",".305",".435",".316",".318","98","1.1","0.2","-7.0","0.7","12155"
"Gio Urshela","NYY","116","442","14","42","49","1","4.5%","24.7%",".152",".329",".267",".301",".419",".309","","96","-6.0","-8.3","0.2","0.7","10681"
"Brad Miller","PHI","140","377","20","53","49","3","11.9%","29.7%",".227",".276",".227",".321",".453",".331",".345","105","0.6","3.1","-8.7","0.7","12775"
"Raimel Tapia","COL","133","533","6","69","50","20","7.5%","13.1%",".099",".306",".273",".327",".372",".305","","76","3.7","-12.5","1.7","0.7","14350"
"Jorge Alfaro","MIA","92","311","4","22","30","8","3.5%","31.8%",".098",".354",".244",".283",".342",".274","","73","0.0","-10.6","7.1","0.7","12180"
"Starlin Castro","WSN","87","346","3","25","38","0","7.5%","17.9%",".092",".339",".283",".333",".375",".309",".323","90","-2.1","-6.5","1.6","0.7","4579"
"German Marquez","COL","32","60","1","5","9","0","0.0%","21.7%",".151",".333",".264",".264",".415",".288",".284","65","0.0","-2.7","7.3","0.7","15038"
"Alejandro Kirk","TOR","60","189","8","19","24","0","10.1%","11.6%",".194",".234",".242",".328",".436",".330",".377","106","-1.7","-0.4","0.4","0.7","22581"
"Niko Goodrum","DET","90","325","9","39","33","14","8.9%","32.9%",".145",".301",".214",".292",".359",".286","","79","0.3","-8.0","3.4","0.6","12092"
"Jose Peraza","NYM","64","154","6","21","20","1","5.8%","16.9%",".176",".209",".204",".266",".380",".280","","79","-0.1","-4.1","5.4","0.6","13593"
"Trey Mancini","BAL","147","616","21","77","71","0","8.3%","23.2%",".176",".308",".255",".326",".432",".326",".340","105","-5.3","-1.8","-12.8","0.6","15149"
"Ryan Jeffers","MIN","85","293","14","28","35","0","7.5%","36.9%",".202",".269",".199",".270",".401",".289","","82","-2.3","-8.9","5.3","0.6","24618"
"Ryan Mountcastle","BAL","144","586","33","77","89","4","7.0%","27.5%",".232",".297",".255",".309",".487",".335",".326","111","-1.2","6.6","-20.2","0.6","18373"
"Jose Trevino","TEX","89","302","5","23","30","1","4.0%","18.9%",".102",".279",".239",".267",".340",".261",".285","64","-5.5","-19.0","15.0","0.6","16725"
"Tyler Wade","NYY","103","145","0","31","5","17","11.0%","25.5%",".055",".378",".268",".354",".323",".304","","92","2.8","1.5","-0.2","0.6","15730"
"Tres Barrera","WSN","30","107","2","8","10","0","11.2%","20.6%",".121",".328",".264",".374",".385",".333","","106","0.1","0.9","1.8","0.6","19977"
"Ronald Torreyes","PHI","112","344","7","30","41","2","5.5%","11.9%",".104",".258",".242",".286",".346",".274","","68","1.3","-12.7","7.5","0.6","11400"
"Yu Chang","CLE","89","251","9","32","39","1","4.4%","27.5%",".198",".281",".228",".267",".426",".294",".281","85","1.5","-3.2","0.8","0.6","14773"
"Jed Lowrie","OAK","139","512","14","55","69","0","9.6%","21.1%",".153",".289",".245",".318",".398",".311",".344","100","-1.6","-1.4","-9.9","0.6","4418"
"Sam Hilliard","COL","81","238","14","32","34","5","9.7%","36.6%",".248",".283",".215",".294",".463",".318","","85","2.5","-2.1","0.3","0.6","17954"
"Lars Nootbaar","STL","58","124","5","15","15","2","10.5%","22.6%",".183",".273",".239",".317",".422",".316","","100","1.4","1.5","0.5","0.6","21454"
"Derek Hill","DET","49","150","3","19","14","6","6.7%","28.0%",".129",".351",".259",".313",".388",".305","","92","0.3","-1.1","2.0","0.6","16947"
"Jack Mayfield","- - -","87","290","10","30","39","5","5.9%","23.4%",".169",".254",".218",".272",".387",".284","","79","0.1","-7.5","3.6","0.6","15402"
"Travis d'Arnaud","ATL","60","229","7","21","26","0","7.4%","23.1%",".167",".260",".220",".284",".388",".291",".312","78","-1.1","-7.5","5.8","0.6","7739"
"Kyle Higashioka","NYY","67","211","10","20","29","0","8.1%","28.0%",".207",".200",".181",".246",".389",".272",".340","71","-1.7","-9.2","7.9","0.6","5517"
"Hanser Alberto","KCR","103","255","2","25","24","3","1.6%","10.2%",".133",".293",".270",".291",".402",".296",".294","84","1.4","-3.4","0.5","0.6","11902"
"Matt Vierling","PHI","34","77","2","11","6","2","5.2%","26.0%",".155",".420",".324",".364",".479",".356",".319","121","0.6","2.7","0.5","0.6","21558"
"Eric Hosmer","SDP","151","565","12","53","65","5","8.5%","17.5%",".126",".313",".269",".337",".395",".319",".325","102","-5.5","-3.8","-9.4","0.6","3516"
"Jacob deGrom","NYM","15","33","0","4","6","0","0.0%","27.3%",".030",".500",".364",".364",".394",".331",".273","112","0.0","0.5","4.0","0.6","10954"
"Greg Allen","NYY","15","48","0","9","2","5","10.4%","27.1%",".162",".400",".270",".417",".432",".375","","140","1.7","4.1","-0.3","0.5","16623"
"Luis Guillorme","NYM","69","156","1","13","5","0","14.7%","14.7%",".045",".315",".265",".374",".311",".311","","99","-0.7","-0.9","1.2","0.5","16451"
"Kevin Plawecki","BOS","64","173","3","15","15","0","6.9%","15.0%",".102",".328",".287",".349",".389",".325","","102","-0.9","-0.6","0.0","0.5","13807"
"Matt Beaty","LAD","120","234","7","35","40","2","8.5%","18.8%",".132",".314",".270",".363",".402",".339","","114","0.4","4.7","-7.2","0.5","17710"
"Ehire Adrianza","ATL","109","209","5","32","28","0","10.0%","20.1%",".154",".290",".247",".327",".401",".316",".313","94","0.2","-1.3","-0.4","0.5","8418"
"Dom Nunez","COL","81","263","10","31","33","0","12.9%","34.6%",".211",".258",".189",".293",".399",".294","","69","1.8","-8.4","4.9","0.5","15055"
"Charlie Blackmon","COL","150","582","13","76","78","3","9.3%","15.6%",".140",".305",".270",".351",".411",".333",".357","94","1.4","-2.8","-11.3","0.5","7859"
"Oscar Mercado","CLE","72","238","6","27","19","7","8.8%","17.6%",".145",".253",".224",".300",".369",".294","","84","2.7","-1.8","-1.1","0.5","16375"
"Eloy Jimenez","CHW","55","231","10","23","37","0","6.9%","24.7%",".188",".293",".249",".303",".437",".317",".323","101","-1.6","-1.2","-1.6","0.5","17484"
"Lane Thomas","- - -","77","264","7","35","28","6","14.0%","23.9%",".177",".293",".235",".341",".412",".328","","103","-0.7","0.4","-4.3","0.5","16939"
"Tommy La Stella","SFG","76","242","7","26","27","0","7.4%","10.7%",".155",".255",".250",".308",".405",".307",".339","94","-1.1","-3.0","-0.1","0.5","12371"
"Chris Owings","COL","21","50","1","9","5","2","14.0%","30.0%",".302",".481",".326",".420",".628",".431","","158","0.5","4.2","-1.0","0.5","10030"
"Jon Berti","MIA","85","271","4","35","19","8","11.8%","22.5%",".103",".265",".210",".311",".313",".282",".303","79","2.8","-4.6","0.4","0.5","12037"
"Curt Casali","SFG","77","231","5","20","26","0","11.3%","28.6%",".140",".287",".210",".313",".350",".289","","82","-0.2","-5.4","2.5","0.5","12510"
"Jose Siri","HOU","21","49","4","10","9","3","2.0%","34.7%",".304",".400",".304",".347",".609",".401","","160","0.1","3.7","-0.6","0.5","17452"
"Cam Gallagher","KCR","48","124","1","9","7","0","6.5%","16.1%",".080",".293",".250",".298",".330",".276",".273","71","0.0","-4.4","4.9","0.5","12981"
"James McCann","NYM","121","412","10","29","46","1","7.8%","27.9%",".117",".304",".232",".294",".349",".281","","80","-3.4","-13.8","4.8","0.5","12859"
"Ha-seong Kim","SDP","117","298","8","27","34","6","7.4%","23.8%",".150",".241",".202",".270",".352",".270","","70","1.4","-9.9","4.7","0.5","27506"
"Dustin Garneau","DET","20","68","6","9","11","0","4.4%","26.5%",".371",".175",".210",".250",".581",".335","","113","-0.5","0.5","1.8","0.5","9433"
"Robinson Chirinos","CHC","45","112","5","13","15","0","8.0%","32.1%",".227",".304",".227",".324",".454",".336","","108","-1.2","0.0","0.9","0.5","3142"
"Bobby Dalbec","BOS","133","453","25","50","78","2","6.2%","34.4%",".254",".316",".240",".298",".494",".334","","107","-0.4","3.7","-14.5","0.5","19966"
"Jordan Luplow","- - -","62","193","11","23","28","1","14.5%","29.5%",".252",".232",".202",".326",".454",".337","","116","-1.8","2.0","-4.1","0.4","16424"
"Kyle Lewis","SEA","36","147","5","15","11","2","10.9%","25.2%",".146",".307",".246",".333",".392",".320",".350","107","-0.4","0.8","-1.5","0.4","19508"
"Trevor Larnach","MIN","79","301","7","29","28","1","10.3%","34.6%",".127",".338",".223",".322",".350",".300","","89","-1.4","-5.4","-0.8","0.4","21501"
"Kyle Isbel","KCR","28","83","1","16","7","2","8.4%","27.7%",".158",".385",".276",".337",".434",".333",".252","109","1.0","2.0","-0.7","0.4","21614"
"Christian Vazquez","BOS","138","498","6","51","49","8","6.6%","16.9%",".094",".301",".258",".308",".352",".289","","77","-5.3","-19.2","6.3","0.4","9774"
"Julio Urias","LAD","32","70","0","5","9","0","0.0%","31.4%",".034",".324",".203",".217",".237",".200","","24","0.0","-6.8","8.5","0.4","14765"
"Trayce Thompson","CHC","15","35","4","6","9","2","20.0%","31.4%",".464",".231",".250",".400",".714",".453",".493","185","0.2","3.9","-1.3","0.4","9952"
"Taylor Walls","TBR","54","176","1","15","15","4","13.1%","27.8%",".086",".304",".211",".314",".296",".279",".283","80","0.0","-4.3","2.1","0.4","22458"
"Ernie Clement","CLE","40","133","3","16","9","0","5.3%","14.3%",".107",".253",".231",".285",".339",".275",".289","72","0.7","-3.9","3.1","0.4","20352"
"Garrett Hampson","COL","147","494","11","69","33","17","6.7%","23.9%",".146",".291",".234",".289",".380",".288","","65","4.2","-17.6","4.8","0.4","19262"
"Huascar Ynoa","ATL","18","32","2","3","6","0","0.0%","46.9%",".219",".333",".219",".219",".438",".274","","67","0.0","-1.4","3.9","0.4","20468"
"Anthony Alford","PIT","49","148","5","14","11","5","8.1%","39.2%",".173",".371",".233",".311",".406",".310","","93","-1.1","-2.4","1.1","0.4","14329"
"Joe Ross","WSN","22","39","0","1","3","0","2.6%","35.9%",".000",".444",".250",".294",".250",".248","","51","0.0","-2.5","4.7","0.4","12972"
"Travis Jankowski","PHI","76","157","1","24","10","5","14.0%","18.5%",".099",".317",".252",".364",".351",".312","","93","0.7","-0.8","-0.9","0.4","13768"
"Ben Gamel","- - -","122","400","8","43","26","3","12.8%","26.3%",".141",".329",".247",".347",".388",".322","","101","-0.5","0.2","-10.0","0.3","12160"
"Estevan Florial","NYY","11","25","1","3","2","1","20.0%","24.0%",".250",".385",".300",".440",".550",".423","","173","0.0","2.2","0.4","0.3","19151"
"Nick Fortes","MIA","14","34","4","6","7","1","8.8%","23.5%",".387",".263",".290",".353",".677",".426","","172","0.1","3.2","-0.9","0.3","21538"
"Keibert Ruiz","- - -","29","96","3","10","15","0","6.3%","9.4%",".136",".276",".273",".333",".409",".325",".311","101","-1.4","-1.3","1.5","0.3","19610"
"Madison Bumgarner","ARI","28","52","0","3","3","0","17.3%","55.8%",".026",".364",".103",".280",".128",".217","","30","0.0","-4.7","6.3","0.3","5524"
"Yonathan Daza","COL","107","331","2","26","30","2","6.3%","18.1%",".073",".346",".282",".332",".355",".304",".292","75","-0.3","-10.7","3.0","0.3","15794"
"Gavin Sheets","CHW","54","179","11","23","34","0","8.9%","22.3%",".256",".264",".250",".324",".506",".352",".337","125","-1.9","3.5","-6.3","0.3","19901"
"Kyle Garlick","MIN","36","107","5","17","10","1","5.6%","29.9%",".232",".286",".232",".280",".465",".314",".345","98","-0.3","-0.5","0.1","0.3","18063"
"Wade Miley","CIN","30","59","0","9","3","0","5.1%","22.0%",".056",".244",".185",".228",".241",".210",".239","22","0.0","-5.9","7.1","0.3","8779"
"Christian Walker","ARI","115","445","10","55","46","0","8.5%","23.8%",".137",".307",".244",".315",".382",".304",".311","87","1.1","-6.4","-5.1","0.3","13419"
"Jorge Mateo","- - -","89","209","4","19","14","10","4.3%","26.3%",".129",".324",".247",".293",".376",".291","","83","1.9","-2.8","-1.1","0.3","17273"
"Jack Flaherty","STL","17","26","1","2","3","0","19.2%","26.9%",".176",".100",".118",".304",".294",".276",".366","74","0.0","-0.9","3.1","0.3","17479"
"Eric Lauer","MIL","26","37","1","3","4","0","8.1%","40.5%",".115",".273",".154",".258",".269",".240","","46","0.0","-2.6","4.5","0.3","19316"
"Aaron Nola","PHI","33","63","0","5","4","0","9.5%","46.0%",".041",".333",".143",".232",".184",".197","","18","0.0","-6.6","7.6","0.3","16149"
"Alex Kirilloff","MIN","59","231","8","23","34","1","6.1%","22.5%",".172",".295",".251",".299",".423",".307",".365","93","-0.2","-2.1","-2.7","0.3","20325"
"Tylor Megill","NYM","18","31","0","1","0","0","3.2%","54.8%",".107",".545",".214",".241",".321",".243","","55","0.0","-1.8","3.7","0.3","21318"
"John Hicks","TEX","10","31","4","6","7","0","0.0%","25.8%",".419",".211",".258",".258",".677",".384","","147","0.2","2.0","0.0","0.3","12547"
"Jon Lester","- - -","30","51","1","3","3","0","3.9%","47.1%",".104",".304",".167",".200",".271",".205","","25","0.0","-4.9","6.2","0.3","4930"
"Delino DeShields","CIN","25","58","1","4","6","2","15.5%","19.0%",".170",".314",".255",".375",".426",".352","","115","0.5","1.6","-0.6","0.3","11379"
"Pablo Reyes","MIL","53","87","1","12","3","4","10.3%","17.2%",".103",".306",".256",".333",".359",".303","","87","1.0","-0.4","0.5","0.3","16357"
"Joc Pederson","- - -","137","481","18","55","61","2","8.1%","24.3%",".184",".281",".238",".310",".422",".315",".333","94","-1.4","-4.9","-8.3","0.3","11899"
"Jake McCarthy","ARI","24","70","2","11","4","3","11.4%","32.9%",".153",".324",".220",".333",".373",".315","","94","0.9","0.4","0.1","0.3","21622"
"Luke Maile","MIL","15","34","0","6","3","0","8.8%","20.6%",".133",".391",".300",".382",".433",".358","","122","0.2","1.1","0.5","0.3","13355"
"Logan Webb","SFG","28","53","1","7","7","0","3.8%","39.6%",".152",".208",".130",".167",".283",".192","","19","0.0","-5.5","6.4","0.3","17995"
"D.J. Stewart","BAL","100","318","12","39","33","0","13.8%","28.0%",".170",".254",".204",".324",".374",".310","","94","1.7","-0.8","-7.4","0.3","17766"
"Nick Maton","PHI","52","131","2","16","14","2","7.6%","29.8%",".128",".364",".256",".323",".385",".309","","91","1.6","0.1","-1.8","0.3","21635"
"Roman Quinn","PHI","28","62","0","8","2","4","9.7%","30.6%",".115",".273",".173",".306",".288",".275",".285","69","0.1","-2.4","2.9","0.3","13546"
"Alfonso Rivas","CHC","18","49","1","7","3","0","8.2%","32.7%",".091",".481",".318",".388",".409",".353","","119","-0.2","1.0","-0.1","0.3","21560"
"Billy Hamilton","CHW","71","135","2","23","11","9","3.0%","34.8%",".157",".329",".220",".242",".378",".262","","64","2.9","-3.0","0.9","0.3","10199"
"Rob Refsnyder","MIN","51","157","2","21","12","1","10.8%","25.5%",".094",".327",".245",".325",".338",".296",".340","86","-0.5","-3.2","0.4","0.3","13770"
"Luis Torrens","SEA","108","378","15","39","47","0","7.4%","26.2%",".188",".294",".243",".299",".431",".311","","101","-1.2","-0.7","-9.7","0.3","15905"
"Clayton Kershaw","LAD","24","39","0","2","3","0","2.6%","28.2%",".000",".320",".222",".243",".222",".209","","29","0.0","-3.5","4.7","0.2","2036"
"Luke Voit","NYY","68","241","11","26","35","0","8.7%","30.7%",".197",".313",".239",".328",".437",".332",".360","111","-2.9","0.4","-6.2","0.2","14811"
"Ranger Suarez","PHI","39","23","0","2","1","0","4.3%","21.7%",".125",".273",".188",".278",".313",".265",".252","62","0.0","-1.1","2.8","0.2","17277"
"Kevin Gausman","SFG","34","62","0","6","4","0","3.2%","50.0%",".000",".417",".185",".211",".185",".178","","10","0.0","-7.1","7.5","0.2","14107"
"Jake Burger","CHW","15","42","1","5","3","0","9.5%","35.7%",".211",".409",".263",".333",".474",".344","","120","-0.5","0.5","0.5","0.2","22275"
"Brandon Drury","NYM","51","88","4","7","14","0","3.4%","25.0%",".202",".328",".274",".307",".476",".333","","114","-1.0","0.6","-1.1","0.2","11615"
"Jose Rondon","STL","63","90","3","13","9","2","8.9%","18.9%",".150",".290",".263",".322",".413",".316","","101","0.8","0.9","-1.5","0.2","14140"
"Geraldo Perdomo","ARI","11","37","0","5","1","0","16.2%","16.2%",".161",".320",".258",".378",".419",".331","","104","0.6","0.8","0.3","0.2","22799"
"Wilmer Difo","PIT","116","240","4","25","24","1","8.3%","22.5%",".114",".340",".269",".329",".384",".312","","95","1.4","-0.3","-5.4","0.2","14320"
"Zac Gallen","ARI","23","42","0","2","3","0","2.4%","42.9%",".063",".429",".188",".212",".250",".203","","21","0.0","-4.2","5.1","0.2","19291"
"Yonny Hernandez","TEX","43","166","0","15","6","11","10.2%","19.3%",".035",".277",".217",".315",".252",".265",".297","66","2.1","-4.8","1.3","0.2","19432"
"Max Schrock","CIN","53","134","3","19","14","1","6.0%","17.9%",".160",".333",".288",".328",".448",".329","","100","-0.3","-0.3","-1.9","0.2","17750"
"Lewin Diaz","MIA","40","128","8","16","13","0","4.7%","25.8%",".246",".210",".205",".242",".451",".288",".294","82","-0.3","-3.1","1.0","0.2","18365"
"Ryan Zimmerman","WSN","110","273","14","27","46","0","5.9%","28.2%",".227",".289",".243",".286",".471",".319","","97","-1.8","-2.8","-4.2","0.2","4220"
"Anthony Rendon","LAA","58","249","6","24","34","0","11.6%","16.5%",".143",".267",".240",".329",".382",".310","","95","-1.1","-2.6","-3.9","0.2","12861"
